count	volume	first_ref	form	gloss	proposed_root	rule	root_meaning
1	OT	OT pro 23:29	אֲבוֹי	woe!	אבה	lamed-yod (yod hides the he)	(אָבָה) to be willing
1	OT	OT pro 23:29	חַכְלִלוּת	redness of		(no analysis)	
1	OT	OT pro 24:22	וּפִיד	and the ruin of	פיד	strong	misfortune
1	OT	OT pro 24:31	קִמְּשֹׂנִים	thorns	קמש	heuristic	
1	OT	OT pro 24:31	חֲרֻלִּים	nettles	חרה	heuristic	burned
1	OT	OT pro 26:3	מֶתֶג	a bridle	מתג	strong	bit
1	OT	OT pro 26:18	כְּמִתְלַהְלֵהַּ	like a madman		(no analysis)	
1	OT	OT pro 26:20	יִשְׁתֹּק	ceases	שתק	strong	subside
1	OT	OT pro 26:28	דַכָּיו	those afflicted by it	דכה	lamed-yod (yod hides the he)	collapse
1	OT	OT pro 27:15	דֶּלֶף	a dripping	דלפ	strong	drip
1	OT	OT pro 27:22	בַּמַּכְתֵּשׁ	in the mortar	כתש	strong	butt
1	OT	OT pro 27:22	הָרִיפוֹת	the grain	רופ	hollow (mater)	triturate
1	OT	OT pro 28:3	סֹחֵף	sweeping	סחפ	strong	scrape off
1	OT	OT pro 29:13	תְּכָכִים	the deceitful man	תככ	heuristic	to dissever
1	OT	OT pro 29:21	מְפַנֵּק	one who pampers	פנק	strong	enervate
1	OT	OT pro 30:4	בְּחׇפְנָיו	in his hands	חפנ	strong	fist
1	OT	OT pro 30:15	לַעֲלוּקָה	to a leech	עלק	strong	
1	OT	OT pro 30:25	הַנְּמָלִים	the ants	מלל	heuristic	(מִלָּה) word; (מִלֵּל) to speak
1	OT	OT pro 30:33	מִיץ	squeezing of	מיצ	strong	pressure
1	OT	OT pro 30:33	וּמִיץ	and squeezing of	מיצ	strong	pressure
1	OT	OT psa 5:2	הֲגִיגִי	my meditation	גוג	hollow (mater)	Gog
1	OT	OT psa 5:10	גְּרֹנָם	their throat	גרנ	heuristic	threshing-floor
1	OT	OT psa 9:10	לַדָּךְ	for the oppressed	דכה	lamed-yod / III-he	collapse
1	OT	OT psa 9:17	נוֹקֵשׁ	is snared	יקש	I-yod (vav for yod)	ensnare
1	OT	OT psa 10:7	וָתֹךְ	and fraud	תוכ	hollow	bisection
1	OT	OT psa 10:8	לְחֵלְכָה	on the helpless	חלכ	strong	
1	OT	OT psa 10:14	חֵלֵכָה	the helpless	חלכ	strong	
1	OT	OT psa 10:18	וָדָךְ	and the oppressed	דכה	lamed-yod / III-he	collapse
1	OT	OT psa 11:6	זִלְעָפוֹת	scorching wind	זלעפ	heuristic	
1	OT	OT psa 18:46	וְיַחְרְגוּ	and shall come trembling	חרג	strong	leap suddenly
1	OT	OT psa 22:15	כַּדּוֹנָג	like the wax	דנג	strong	
1	OT	OT psa 22:20	אֱיָלוּתִי	O my strength	אלו	strong	if
1	OT	OT psa 27:12	וִיפֵחַ	and such as breathe out	יפח	I-yod (vav for yod)	breathe hard
1	OT	OT psa 32:7	רׇנֵּי	with songs of	רנה	lamed-yod (yod hides the he)	into singing
1	OT	OT psa 32:9	בְּמֶתֶג־וָרֶסֶן	with bridle and halter	מתג	strong	bit
1	OT	OT psa 32:9	לִבְלוֹם	must be held in	בלמ	strong	muzzle
1	OT	OT psa 35:6	וַחֲלַקְלַקֹּת	and slippery		(no analysis)	
1	OT	OT psa 38:13	וַיְנַקְשׁוּ	and they lay snares	נקש	strong	entrap
1	OT	OT psa 39:2	מַחְסוֹם	a muzzle	חסמ	strong	muzzle
1	OT	OT psa 39:4	בַּהֲגִיגִי	while I mused	גוג	hollow (mater)	Gog
1	OT	OT psa 39:12	וַתֶּמֶס	and You make to consume away	מסה	lamed-yod / III-he	dissolve
1	OT	OT psa 42:5	אֶדַּדֵּם	leading them in procession	דוד	heuristic	David
1	OT	OT psa 42:8	צִנּוֹרֶיךָ	Your cataracts	צנר	heuristic	
1	OT	OT psa 45:2	רָחַשׁ	overflows	רחש	strong	gush
1	OT	OT psa 45:10	שֵׁגַל	the queen	שגל	strong	copulate
1	OT	OT psa 48:14	פַּסְּגוּ	consider	פסג	strong	cut up
1	OT	OT psa 51:7	יֶחֱמַתְנִי	did conceive me	יחמ	strong	conceive
1	OT	OT psa 52:7	וְיִסָּחֲךָ	and pluck you out	נסח	heuristic	tear away
1	OT	OT psa 55:9	סֹעָה	stormy	סעה	strong	rush
1	OT	OT psa 55:12	תֹּךְ	oppression	נתכ	I-nun (dagesh)	flow forth
1	OT	OT psa 58:8	חִצָּו	his arrows	חוצ	hollow	separate by a wall
1	OT	OT psa 58:10	אָטָד	the thorns	אטד	strong	thorn-tree
1	OT	OT psa 64:5	לִירֹת	to shoot	ירה	lamed-yod / III-he	to teach, instruct; to shoot, throw
1	OT	OT psa 65:12	יִרְעֲפוּן	drop	רעה	heuristic	(רַעְיָה) my love; (מִרְעֶה) pasture
1	OT	OT psa 66:11	מוּעָקָה	affliction	עוק	hollow	pack
1	OT	OT psa 68:3	דּוֹנַג	wax	דנג	strong	
1	OT	OT psa 68:17	תְּרַצְּדוּן	do you look with envy	רצה	heuristic	to be pleased with, accept; acceptable, will
1	OT	OT psa 68:31	מִתְרַפֵּס	trampling	רפס	strong	trample
1	OT	OT psa 68:31	בִּזַּר	He has scattered	נזר	I-nun (dagesh)	(נָזִיר) Nazarite; (נֵזֶר) crown
1	OT	OT psa 69:21	וָאָנוּשָׁה	and I am full of heaviness	נוש	hollow (mater)	be sick
1	OT	OT psa 71:6	גוֹזִי	He that took me	גוז	hollow (mater)	shear off
1	OT	OT psa 72:6	זַרְזִיף	that water		(no analysis)	
1	OT	OT psa 73:8	יָמִיקוּ	they scoff	מוק	hollow (mater)	jeer
1	OT	OT psa 74:21	דַּךְ	the oppressed	דכה	lamed-yod / III-he	collapse
1	OT	OT psa 76:4	רִשְׁפֵי־קָשֶׁת	the arrows of the bow	רשפ	strong	arrow
1	OT	OT psa 76:12	יֹבִילוּ	bring	יבל	strong	(יָבַל) to lead, carry; (הוֹבִיל) to lead; (
1	OT	OT psa 78:48	לָרְשָׁפִים	to thunderbolts	רשפ	heuristic	arrow
1	OT	OT psa 80:14	יְכַרְסְמֶנָּה	wastes it		(no analysis)	
1	OT	OT psa 80:17	כְּסוּחָה	it is cut down	סוח	hollow (mater)	Suach
1	OT	OT psa 88:16	אָפוּנָה	I am distraught	פונ	hollow (mater)	turn
1	OT	OT psa 90:10	כִּי־גָז	for it is soon cut off	גוז	hollow	shear off
1	OT	OT psa 91:6	מִקֶּטֶב	of the destruction	קטב	strong	ruin
1	OT	OT psa 94:19	שַׂרְעַפַּי	my disquieting thoughts	רעפ	strong	drip
1	OT	OT psa 99:1	תָּנוּט	let quake	נוט	hollow (mater)	quake
1	OT	OT psa 102:7	לִקְאַת	a pelican of	קאת	strong	pelican
1	OT	OT psa 107:30	כִי־יִשְׁתֹּקוּ	because they are quiet	שתק	strong	subside
1	OT	OT psa 109:11	יְנַקֵּשׁ	let seize	נקש	strong	entrap
1	OT	OT psa 109:16	וְנִכְאֵה	and the broken in	נכא	strong	smite
1	OT	OT psa 109:19	וּלְמֵזַח	and for a girdle	מזח	strong	
1	OT	OT psa 114:8	חַלָּמִישׁ	the flint	חלמש	heuristic	
1	OT	OT psa 119:20	גָּרְסָה	breaks	גרס	strong	crush
1	OT	OT psa 119:20	לְתַאֲבָה	for longing	תאב	strong	desire
1	OT	OT psa 119:53	זַלְעָפָה	burning indignation	זלעפ	heuristic	
1	OT	OT psa 119:69	טָפְלוּ	have forged	טפל	strong	stick on as a patch
1	OT	OT psa 119:70	טָפַשׁ	is as gross	טפש	strong	be thick
1	OT	OT psa 119:103	מַה־נִּמְלְצוּ	how sweet are	מהה	lamed-yod / III-he	(הִתְמַהְמַהּ) to tarry, delay
1	OT	OT psa 119:131	יָאָבְתִּי	I longed	יאב	strong	desire
1	OT	OT psa 119:158	וָאֶתְקוֹטָטָה	and I felt disgust		(no analysis)	
1	OT	OT psa 125:5	עֲקַלְקַלּוֹתָם	their crooked ways		(no analysis)	
1	OT	OT psa 129:7	וְחִצְנוֹ	nor his bosom	חצנ	strong	bosom
1	OT	OT psa 139:15	עׇצְמִי	my frame	עצמ	strong	close
1	OT	OT psa 139:21	אֶתְקוֹטָט	am I not grieved		(no analysis)	
1	OT	OT psa 139:23	שַׂרְעַפָּי	my disquieting thoughts	רעפ	strong	drip
1	OT	OT psa 140:11	בְּמַהֲמֹרוֹת	into deep pits	המר	strong	
1	OT	OT psa 143:3	הוֹשִׁבַנִי	he has made me to dwell	ישב	I-yod (vav for yod)	to dwell, sit, inhabit
1	OT	OT psa 144:2	הָרוֹדֵד	who subdues	רדד	strong	tread
1	OT	OT psa 145:14	וְזוֹקֵף	and raises up	זקפ	strong	life
1	OT	OT psa 146:8	זֹקֵף	raises up	זקפ	strong	life
1	OT	OT psa 147:18	וְיַמְסֵם	and melts them	מסס	heuristic	(מָסַס) to melt; (מַסָּה) trial, temptation;
1	OT	OT rth 1:13	תֵּעָגֵנָה	will you refrain	עגנ	strong	debar
1	OT	OT rth 2:14	וַיִּצְבׇּט־לָהּ	and he reached to her	צבט	strong	grasp
1	OT	OT rth 2:16	מִן־הַצְּבָתִים	from the bundles of grain	נצב	heuristic	to stand, be stationed; garrison
1	OT	OT rth 2:17	וַתַּחְבֹּט	and she beat out	חבט	strong	knock
1	OT	OT rth 3:14	מַרְגְּלוֹתָו	at his feet	רגל	heuristic	(רֶגֶל) foot; to go about, spy out
1	OT	OT sos 1:6	שֶׁשְּׁזָפַתְנִי	on whom has looked on me	שזפ	strong	tan
1	OT	OT sos 1:10	בַּחֲרוּזִים	with strings of beads	חרז	heuristic	
1	OT	OT sos 2:5	בָּאֲשִׁישׁוֹת	with raisin cakes	שוש	hollow (mater)	to rejoice; (שֵׁשׁ) six
1	OT	OT sos 2:5	רַפְּדוּנִי	refresh me	רפה	heuristic	to sink, relax, grow slack; to fail
1	OT	OT sos 2:9	כׇּתְלֵנוּ	the wall of us	כתל	strong	wall
1	OT	OT sos 2:9	מִן־הַחֲרַכִּים	from the lattices	חרה	heuristic	burned
1	OT	OT sos 2:13	חָנְטָה	it has ripened	חנט	strong	embalm
1	OT	OT sos 2:14	הַמַּדְרֵגָה	the steep place	דרג	strong	(דַּרְגָּה) degree
1	OT	OT sos 3:10	רְפִידָתוֹ	its back	רפד	strong	spread
1	OT	OT sos 4:2	הַקְּצוּבוֹת	the shorn ewes	קצב	strong	clip
1	OT	OT sos 5:3	אֲטַנְּפֵם	will I dirty them	טנפ	heuristic	soil
1	OT	OT sos 5:7	אֶת־רְדִידִי	my garment	רדד	strong	tread
1	OT	OT sos 7:2	חַמּוּקֵי	the curves of	חמק	strong	wrap
1	OT	OT sos 7:3	אַגַּן	the bowl of	נגנ	I-nun (dagesh)	play
1	OT	OT sos 7:3	הַמָּזֶג	the mixed wine	מזג	strong	tempered wine
1	OT	OT sos 8:5	מִתְרַפֶּקֶת	leaning herself	רפק	strong	recline
1	OT	OT sos 8:6	רְשָׁפֶיהָ	its flashes	רשפ	strong	arrow
1	OT	OT sos 8:6	רִשְׁפֵּי	flashes of	רשפ	strong	arrow
1	OT	OT zec 1:17	תְּפוּצֶנָה	shall be spread abroad	פוצ	hollow (mater)	disperse
1	OT	OT zec 4:12	צַנְתְּרוֹת	the pipes of		(no analysis)	
1	OT	OT zec 10:1	חֲזִיזִים	bright clouds	חזז	heuristic	
1	OT	OT zec 11:8	בָּחֲלָה	it loathed	בחל	strong	loath
1	OT	OT zec 12:3	שָׂרוֹט	severely	שרט	strong	gash
1	OT	OT zec 12:3	יִשָּׂרֵטוּ	they will injure themselves	שרט	strong	gash
1	OT	OT zep 1:12	הַקֹּפְאִים	that are settled	קפא	heuristic	shrink
1	OT	OT zep 1:14	צֹרֵחַ	shall cry	צרח	strong	be clear
1	OT	OT zep 2:9	מִמְשַׁק	the breeding of	משק	strong	possession
1	OT	OT zep 2:14	גַּם־קָאַת	also desert owl	גממ	geminate	
1	OT	OT zep 2:14	גַּם־קִפֹּד	also the bittern	גממ	geminate	
1	OT	OT zep 3:6	נִצְדּוּ	are destroyed	צוד	hollow	to hunt; stronghold, fortress
1	NT	NT 1co 1:2	וְשֶׁלָּנוּ	and-ours	שול	hollow	Shule
1	NT	NT 1co 1:9	לְחֶבְרַת	unto-the-fellowship-of	חבר	strong	(חָבַר) to join, unite; (חָבֵר) companion; (
1	NT	NT 1co 1:27	וּבֶחָלוּשׁ	and-the-weak-things	חלש	strong	(חָלַשׁ) to be weak; (חֻלְשָׁה) weakness, in
1	NT	NT 1co 2:1	הַדִבּוּר	speech	דבר	strong	(דִּבֶּר) to speak; (דָּבָר) word, thing; (ד
1	NT	NT 1co 3:15	יַפְסִידֶנּוּ	he-shall-suffer-loss	פסד	heuristic	
1	NT	NT 1co 4:8	עֲשַׁרְתֶּם	you-are-rich	עשה	heuristic	(עָשָׂה) to do, make; (מַעֲשֶׂה) work, deed
1	NT	NT 1co 4:9	הִצִּיג	hath-set-forth	ציה	heuristic	(צִיָּה) dry land, drought
1	NT	NT 1co 4:13	וְנִתְחַנָּן	and-we-intreat	נתח	heuristic	dismember
1	NT	NT 1co 5:1	שֶׁזְּנוּת	that-there-is-fornication	זנה	lamed-yod / III-he	(זָנָה) to commit whoredom; (זוֹנָה) harlot
1	NT	NT 1co 5:2	מִתְגָּאִים	are-puffed-up	גאה	heuristic	(גַּאֲוָה) pride; (גָּאָה) to be exalted
1	NT	NT 1co 5:7	עִסָּה	a-lump	עסה	strong	
1	NT	NT 1co 5:7	גַּם־לָנוּ	even-for-us	גממ	geminate	
1	NT	NT 1co 5:10	וְגַזְלָנִים	or-extortioners	גזל	heuristic	take away
1	NT	NT 1co 5:10	סוֹפְכֶם	must-you-needs	סופ	heuristic	snatch
1	NT	NT 1co 5:11	גַזְלָן	an-extortioner	גזל	heuristic	take away
1	NT	NT 1co 6:7	שֶׁתָּרִיבוּ	that-you-go-to-law	ריב	strong	contention
1	NT	NT 1co 6:7	מִן־הָעֲלוּבִים	of-them-that-are-wronged		(no analysis)	
1	NT	NT 1co 6:10	הַגַּזְלָנִים	extortioners	גזל	heuristic	take away
1	NT	NT 1co 6:11	הָצְדַקְתֶּם	you-are-justified	צדק	heuristic	righteous, just; righteousness, justice
1	NT	NT 1co 6:12	יְשַׁעְבְּדֵנִי	I-will-be-brought-under-the-power-of		(no analysis)	
1	NT	NT 1co 6:13	לַכְּרֵשׂ	for-the-belly	כרש	strong	belly
1	NT	NT 1co 6:13	וְהַכְּרֵשׂ	and-the-belly	כרש	strong	belly
1	NT	NT 1co 7:9	אֶת־יִצְרָם	their-passion	יצר	heuristic	to form, fashion; potter
1	NT	NT 1co 7:9	לָהוּט	inflamed	נוט	I-nun (dagesh)	quake
1	NT	NT 1co 7:22	מְשֻׁחֲרָר	freeman	חרר	strong	(חֵרוּת) liberty, freedom; (חֹר) hole; (חֹרִ
1	NT	NT 1co 7:31	וְהַנֶּהֱנִים	and-they-that-use	הנה	heuristic	(הִנֵּה) behold, here, look; (הֵנָּה) these,
1	NT	NT 1co 7:32	נִטְרָדִים	troubled	טרד	heuristic	drive on
1	NT	NT 1co 7:39	וּכְשֶׁמֵּת	but-when-is-dead	שומ	hollow	put
1	NT	NT 1co 9:1	טהֲלֹא	am-I-not		(no analysis)	
1	NT	NT 1co 9:7	וּפַרְנַסְתּוֹ	at-his-own-charges		(no analysis)	
1	NT	NT 1co 9:11	שֶׁנִּקְצֹר	that-we-reap	קצר	strong	to reap, harvest; to be short
1	NT	NT 1co 9:18	לַהֲנָאַת	for-benefit-of	אתה	lamed-yod / III-he	you
1	NT	NT 1co 9:24	בָּאִצְטַדְיוֹן	in-a-race		(no analysis)	
1	NT	NT 1co 9:25	לְהִתְגּוֹשֵׁשׁ	to-strive	גשש	strong	feel about
1	NT	NT 1co 9:27	וַאֲשַׁעְבְּדֶנּוּ	and-bring-it-into-subjection		(no analysis)	
1	NT	NT 1co 9:27	נֶאֱלָח	a-castaway	אלח	strong	muddle
1	NT	NT 1co 10:16	מְבָרֲכִים	bless	רככ	heuristic	soften
1	NT	NT 1co 10:17	שֶׂחֵלֶק	are-partakers	חלק	strong	(חֵלֶק) part, portion; (חָלַק) to divide; (מ
1	NT	NT 1co 10:22	הֲנָעֵז	do-we-dare	עוז	hollow	(עֹז) strength; (הֵעֵז) to dare; take refuge
1	NT	NT 1co 10:29	תִּדּוֹן	is-judged	דונ	hollow (mater)	
1	NT	NT 1co 11:2	שֶׁזְּכַרְתֶּם	that-you-remember	זכר	heuristic	to remember; male
1	NT	NT 1co 11:4	מְנַוֵּל	dishonoreth	נוה	heuristic	(נָוֶה) habitation, pasture
1	NT	NT 1co 11:5	מְנַוָּלֶת	dishonoreth	נוה	heuristic	(נָוֶה) habitation, pasture
1	NT	NT 1co 11:6	אֶת־שְׂעָרָהּ	her-hair	שער	strong	(שַׁעַר) gate
1	NT	NT 1co 11:15	שְׂעָרָהּ	hair	שער	strong	(שַׁעַר) gate
1	NT	NT 1co 11:18	כְּשֶׁתִּוָּעֲדוּ	when-you-come-together	יעד	I-yod (vav for yod)	(יָעַד) to appoint; (יִעוּד) foreordination
1	NT	NT 1co 11:21	יִשְׁתַּכָּר	is-drunken		(no analysis)	
1	NT	NT 1co 11:24	הַנִּבְצָע	which-is-broken	בצע	strong	(בֶּצַע) gain
1	NT	NT 1co 11:32	נִוָּסֵר	we-are-chastened	יסר	I-yod (vav for yod)	(יִסַּר) to chasten; (יִסּוּרִים) affliction
1	NT	NT 1co 11:32	נְחֻיַּב	we-should-be-condemned	חוב	hollow (mater)	(חַיָּב) bound, in danger; debt
1	NT	NT 1co 12:2	נִמְשַׁכְתֶּם	you-were-led	משכ	heuristic	sow
1	NT	NT 1co 12:22	רָפִים	more-feeble	רפה	heuristic	to sink, relax, grow slack; to fail
1	NT	NT 1co 12:23	נַלְבִּישׁ	we-clothe-with	לבש	strong	to clothe, put on, be clothed
1	NT	NT 1co 12:24	מָזַג	hath-tempered	מזג	strong	tempered wine
1	NT	NT 1co 12:27	וְאֵבָרָיו	and-his-members	ברה	lamed-yod (yod hides the he)	covenant
1	NT	NT 1co 12:28	לִמְלַמְּדִים	teachers		(no analysis)	
1	NT	NT 1co 13:3	תוֹעִילֵנִי	profiteth-me	יעל	I-yod (vav for yod)	(יָעֵל) Jael; (הוֹעִיל) to profit
1	NT	NT 1co 13:5	תִתְמַרְמַר	is-easily-provoked		(no analysis)	
1	NT	NT 1co 13:8	תִּבָּטַלְנָה	they-shall-fail	בטל	strong	(בָּטֵל) to cease, be idle; revoke
1	NT	NT 1co 13:9	שֶׁנִּבֵּאנוּ	that-we-prophesy	נבא	I-nun (dagesh)	(נִבָּא) to prophesy; (נְבוּאָה) prophecy
1	NT	NT 1co 13:13	שֶׁבָּהֶן	of-these	בהנ	strong	thumb
1	NT	NT 1co 14:1	וְהִשְׁתַּדְּלוּ	and-desire		(no analysis)	
1	NT	NT 1co 14:1	שֶׁתִּתְנַבָּאוּ	that-you-may-prophesy	נבא	heuristic	(נִבָּא) to prophesy; (נְבוּאָה) prophecy
1	NT	NT 1co 14:3	וּלְיַסְּרָם	and-exhortation	יסר	heuristic	(יִסַּר) to chasten; (יִסּוּרִים) affliction
1	NT	NT 1co 14:3	ולְנַחֲמָם	and-comfort	חממ	strong	be hot
1	NT	NT 1co 14:9	מְפֹרַָשׁ	easy-to-understand	פרש	strong	(פָּרַשׂ) to spread, stretch forth; (פָּרָשׁ
1	NT	NT 1co 14:12	לְהַעְדִּיף	that-you-may-excel	עדפ	strong	have
1	NT	NT 1co 14:13	יְפָרֲשֶׁנָּה	may-interpret	פרש	strong	(פָּרַשׂ) to spread, stretch forth; (פָּרָשׁ
1	NT	NT 1co 14:16	הַהֶדְיוֹטוֹת	the-unlearned		(no analysis)	
1	NT	NT 1co 14:19	מִלְּדַבֵּר	than-to-speak	דבר	strong	(דִּבֶּר) to speak; (דָּבָר) word, thing; (ד
1	NT	NT 1co 14:23	שֶׁמְּשֻׁגָּעִים	that-mad		(no analysis)	
1	NT	NT 1co 14:24	הֶדְיוֹט	one-unlearned		(no analysis)	
1	NT	NT 1co 14:28	מְפָרֵשׁ	interpreter	פרש	strong	(פָּרַשׂ) to spread, stretch forth; (פָּרָשׁ
1	NT	NT 1co 14:34	תִּשְׁתֹּקְנָה	let-them-keep-silence	שתק	strong	subside
1	NT	NT 1co 14:36	הֲמִכֶּם	was-it-from-you	כומ	hollow	
1	NT	NT 1co 14:40	וְכַשּׁוּרָה	and-in-order	שור	hollow (mater)	ox
1	NT	NT 1co 15:8	הַדֹּמֶה	like	דממ	haqtalah (geminate)	be dumb
1	NT	NT 1co 15:21	גַּם־תְּחִיַּת	also-the-resurrection-of	גממ	geminate	
1	NT	NT 1co 15:24	כְּשֶׁיִּמְסֹר	when-he-shall-have-delivered-up	מסר	strong	(מָסַר) to deliver, commit
1	NT	NT 1co 15:27	שֶׁהַשָּׁת	that-he-that-did-put	נשת	I-nun (dagesh)	eliminate
1	NT	NT 1co 15:30	מִסְתַּכְּנִים	stand-we-in-jeopardy		(no analysis)	
1	NT	NT 1co 15:35	וּכְשֶׁיָּשׁוּבוּ	and-when-they-come	שוב	heuristic	to return, repent, turn back; repentance
1	NT	NT 1co 15:37	וּכְשֶׁתִּזְרַע	and-that-which-you-sow	זרע	heuristic	(זֶרַע) seed; (זָרַע) to sow; (יִזְרְעֶאל) J
1	NT	NT 1co 15:37	הַזְּרָעִים	the-grains	זרע	heuristic	(זֶרַע) seed; (זָרַע) to sow; (יִזְרְעֶאל) J
1	NT	NT 1co 15:42	הַזְּרִיעָה	the-sowing-is	זרע	strong	(זֶרַע) seed; (זָרַע) to sow; (יִזְרְעֶאל) J
1	NT	NT 1co 15:55	עָקְצְךָ	your-sting	עקצ	heuristic	
1	NT	NT 1co 15:55	נִצְחוֹנֵךְ	your-victory	נצח	heuristic	(נֶצַח) forever, everlasting; (לַמְנַצֵּחַ) 
1	NT	NT 1co 15:58	וְהַעְדִּיפוּ	abounding	עדפ	strong	have
1	NT	NT 1co 16:1	גִּבּוּי	the-gathering-of	גבה	lamed-yod (yod hides the he)	high
1	NT	NT 1co 16:13	הִתְאֹשֲׂשׁוּ	quit-you-like-men	אשש	strong	(אִשֵּׁשׁ) to affirm, strengthen
1	NT	NT 1co 16:17	אֶת־חֶסְרֹנְכֶם	that-which-was-lacking-on-your-part	חסר	heuristic	want of
1	NT	NT 1co 16:19	וְגַם־הַקְּהִלָּה	and-also-the-church	גממ	geminate	
1	NT	NT 1jn 1:3	וְנִתְחַבַּרְנוּ	and-our-fellowship-is	חבר	heuristic	(חָבַר) to join, unite; (חָבֵר) companion; (
1	NT	NT 1jn 2:4	הִכַּרְתִּיו	I-know-him	נכר	I-nun (dagesh)	(נֵכָר) foreign, strange; (הִכִּיר) to recog
1	NT	NT 1jn 2:8	גַּם־בּוֹ	in-him	גממ	geminate	
1	NT	NT 1jn 2:13	הִתְגַּבַּרְתֶּם	you-have-overcome	גבר	heuristic	to be strong, prevail; mighty man
1	NT	NT 1jn 2:14	וְהִתְגַּבַּרְתֶּם	and-you-have-overcome	תגבר	heuristic	overpower them
1	NT	NT 1jn 2:27	תִצְטָרֲכוּ	you-need		(no analysis)	
1	NT	NT 1jn 2:27	שֶׁיְּלַמֵּד	teach	למד	strong	(לָמַד) to learn, teach; (תַּלְמִיד) discipl
1	NT	NT 1jn 3:4	פְּשִׁיעָה	is-the-transgression-of	פשע	strong	into transgression
1	NT	NT 1jn 3:19	נַשְׁקִיט	shall-assure	שקט	strong	(שָׁקַט) to be quiet, at rest
1	NT	NT 1jn 4:14	וַנָּעִידָה	and-do-testify	עוד	hollow (mater)	(עוֹד) again, still, yet
1	NT	NT 1pe 1:3	בַּהֲקָמַת	by-the-resurrection-of	קומ	hollow	rise
1	NT	NT 1pe 1:6	הַמִּתְעַצְּבִים	are-in-heaviness		(no analysis)	
1	NT	NT 1pe 1:12	מְשַׁמְּשִׁים	minister	שומ	hollow (mater)	put
1	NT	NT 1pe 1:18	נִפְדֵּיתֶם	you-were-redeemed	פדה	heuristic	redeemed
1	NT	NT 1pe 1:22	לְאַחֲוָה	unto-brotherly-love	חוה	hollow (mater)	Eve
1	NT	NT 1pe 3:2	תִצְנַעְנָה	you-are-chaste	צנע	strong	humiliate
1	NT	NT 1pe 3:3	וּפְאֵרְכֶן	whose-adorning	פאר	heuristic	glory, beauty; to glorify
1	NT	NT 1pe 3:7	גַם־לָהֶן	also-with-them	גממ	geminate	
1	NT	NT 1pe 3:9	שֶׁלָּזֹאת	that-thereunto	זאת	strong	this, this one (f.)
1	NT	NT 1pe 3:16	לְהַלְשִׁין	they-speak-evil-of	לשנ	strong	wag the tongue
1	NT	NT 1pe 3:17	מִשֶּׁתְּעֻנּוּ	than-that-you-suffer	נתע	I-nun (dagesh)	tear out
1	NT	NT 1pe 4:13	גַּם־תִּשְׂמְחוּ	you-may-also-be-glad	גממ	geminate	
1	NT	NT 1pe 4:14	וְאֶצְלְכֶם	but-on-your-part	אצל	heuristic	near
1	NT	NT 1pe 4:19	גַּם־הַמְעֻנִּים	let-them-that-suffer	גממ	geminate	
1	NT	NT 1pe 5:2	וְהַשְׁגִּיחוּ	taking-the-oversight	שגח	strong	(הִשְׁגִּיחַ) to watch over
1	NT	NT 1pe 5:14	בִּנְשִׁיקַת	with-a-kiss-of	שוק	hollow (mater)	(שׁוֹק) thigh; (שׁוּק) street, market
1	NT	NT 1th 1:2	בְּהַזְכִּירֵנוּ	in-our-remembering	זכר	strong	to remember; male
1	NT	NT 1th 2:7	מְפַנֶּקֶת	cherishing	פנק	strong	enervate
1	NT	NT 1th 2:9	וְאֶת־תְּלָאָתֵנוּ	and-travail	תלא	strong	suspend
1	NT	NT 1th 2:12	וַנָּעַד	and-we-charged	עוד	hollow	(עוֹד) again, still, yet
1	NT	NT 1th 2:16	שֶׁיִּוָּשֵׁעוּ	that-they-might-be-saved	ישע	I-yod (vav for yod)	to save, deliver; salvation, Jesus
1	NT	NT 1th 3:3	בַּמְּצוּקוֹת	by-these-afflictions	צוק	hollow (mater)	distress
1	NT	NT 1th 3:4	לְהִלָּחֵץ	suffer-tribulation	לחצ	strong	press
1	NT	NT 1th 3:5	יְגִיעָתֵנוּ	our-labor	גוע	hollow (mater)	perish
1	NT	NT 1th 4:1	גַּם־הִתְהַלַּכְתֶּם	also-you-walk	גממ	geminate	
1	NT	NT 1th 4:4	לְהִשְׁתַּמֵּשׁ	to-use		(no analysis)	
1	NT	NT 1th 4:11	וְתִשְׁתַּדְּלוּ	and-that-you-study		(no analysis)	
1	NT	NT 1th 4:12	תִּצְטָרֲכוּ	you-may-have-lack		(no analysis)	
1	NT	NT 1th 4:17	לָאֲוִיר	to-the-air	אור	hollow (mater)	light
1	NT	NT 1th 5:4	שֶׁיַּשִׂיג	that-he-shall-overtake	שוג	hollow (mater)	retreat
1	NT	NT 1th 5:6	מְפֻכָּחִים	sober		(no analysis)	
1	NT	NT 1th 5:7	וְהַמִּשְׁתַּכְּרִים	and-they-that-be-drunken		(no analysis)	
1	NT	NT 1th 5:7	מִשְׁתַּכְּרִים	are-drunken	כרמ	strong	vineyard
1	NT	NT 1ti 1:10	וְשַׁקְרָנִים	and-liars	קרנ	heuristic	shoot out horns
1	NT	NT 1ti 2:8	שֶׁיִּתְפַּלֲלוּ	that-pray		(no analysis)	
1	NT	NT 1ti 2:9	תִּתְיַפֶּינָה	adorn-themselves	יפה	heuristic	(יָפֶה) beautiful, fair
1	NT	NT 1ti 3:2	וְהֶגְמוֹן	and-a-bishop	הגה	heuristic	(הָגָה) to utter, ponder, meditate
1	NT	NT 1ti 3:4	וּמַדְרִיךְ	having	דרכ	strong	walk
